Nancha,CN,47.14,129.26,4.92,60,40.97,12
Ponta Delgada,PT,37.73,-25.67,5.82,87,54.39,20
Jhawarian,PK,32.36,72.63,5.48,68,68.78,88
Linhares,BR,-19.38,-40.06,7.16,82,77.15,76
Rolla,US,37.95,-91.77,8.05,37,51.87,90
Kondinskoye,RU,59.65,67.41,3.58,87,20.36,56
Camacupa,AO,-12.02,17.48,3.36,85,59.87,12
Kommunisticheskiy,RU,61.68,64.48,5.7,65,14.96,12
Nelson Bay,AU,-32.72,152.14,6.93,88,67.51,40
Markova,RU,52.21,104.21,6.71,80,30.2,0
Sao Joaquim,BR,-28.29,-49.93,3.13,92,58.52,92
Sangar,RU,63.92,127.47,4.92,63,16.94,64
Dunedin,NZ,-45.87,170.5,18.99,66,55,68
Kinablangan,PH,7.69,126.55,7.38,100,76.34,92
Farah,AF,32.37,62.11,7.38,69,62.48,48
Barcelos,PT,41.53,-8.62,9.17,100,56.66,75
Quatre Cocos,MU,-20.21,57.76,12.75,88,78.76,75
Codrington,AU,-28.95,153.24,6.93,88,66.69,90
Flinders,AU,-34.58,150.85,8.05,77,67.8,90
Magadan,RU,59.56,150.8,4.14,100,26.57,8
San Ramon,NI,12.92,-85.84,4.7,54,78.64,40
Necochea,AR,-38.55,-58.74,4.7,83,63,76
Richards Bay,ZA,-28.77,32.06,11.74,86,70.49,0
San Vicente,SV,13.64,-88.78,9.17,62,83.32,0
Sorland,NO,67.67,12.69,9.4,96,40.79,76
Ironton,US,38.54,-82.68,3.36,28,69.19,75
Tonder,DK,54.93,8.87,12.75,64,37.11,75
Maceio,BR,-9.67,-35.74,3.36,83,77,20
Half Moon Bay,US,37.46,-122.43,11.41,82,68.11,1
Moctezuma,MX,29.81,-109.68,2.68,35,67.52,0
Kefalos,GR,36.75,26.96,2.24,82,59,40
